Station Number,Inverter Number,Combiner Number,String Number,STD
3,1,7,5,2.316848166
3,1,7,6,0.136891685
3,1,7,7,0.024822328
3,1,7,8,2.400759893
3,1,7,9,2.529243231
3,1,7,10,1.943829955
3,1,7,11,2.444323133
3,1,7,12,2.167573049
3,1,7,13,1.247354704
3,1,7,14,0.867542887
3,1,7,15,1.3446369
3,1,7,16,2.246575763
3,2,1,1,1.205855938
3,2,1,2,1.917213458
3,2,1,3,0.500573164
3,2,1,4,1.343310734
3,2,1,5,2.869059679
3,2,1,6,1.732035679
3,2,1,7,1.010207065
3,2,1,8,1.199603753
3,2,1,9,0.103349317
3,2,1,10,1.070386949
3,2,1,11,2.702664104
3,2,1,12,1.060888981
3,2,1,13,1.391418565
3,2,1,14,0.137581288
3,2,1,15,1.046191838
3,2,1,16,2.001442313
3,2,2,1,1.041649933
3,2,2,2,1.477434753
3,2,2,3,1.064065549
3,2,2,4,2.326649509
3,2,2,5,1.36795127
3,2,2,6,2.351270635
3,2,2,7,2.197338813
3,2,2,8,0.798888763
3,2,2,9,2.176095993
3,2,2,10,2.648247268
3,2,2,11,2.269418851
3,2,2,12,1.716425505
3,2,2,13,1.212817235
3,2,2,14,1.759913531
3,2,2,15,0.72949769
3,2,2,16,0.125193997
3,2,3,1,0.817599779
3,2,3,2,2.104670994
3,2,3,3,0.120476256
3,2,3,4,1.327660989
3,2,3,5,1.737984077
3,2,3,6,1.003061777
3,2,3,7,2.095465614
3,2,3,8,1.044688112
3,2,3,9,0.904681544
3,2,3,10,1.131676699
3,2,3,11,1.263932901
3,2,3,12,1.558884969
3,2,3,13,2.036258836
3,2,3,14,0.921407779
3,2,3,15,0.380087432
3,2,3,16,0.518353797
3,2,4,1,1.257805467
3,2,4,2,2.462044909
3,2,4,3,1.084960674
3,2,4,4,0.707291305
3,2,4,5,0.194964042
3,2,4,6,1.435064803
3,2,4,7,2.577252776
3,2,4,8,1.640374907
3,2,4,9,1.407815815
3,2,4,10,1.551087095
3,2,4,11,1.472296779
3,2,4,12,0.901632556
3,2,4,13,0.036448478
3,2,4,14,2.918638461
3,2,4,15,2.772917803
3,2,4,16,0.959247057
3,2,5,1,2.995228807
3,2,5,2,2.468085118
3,2,5,3,0.950658226
3,2,5,4,2.193518442
3,2,5,5,1.048143424
3,2,5,6,1.037207867
3,2,5,7,2.851374944
3,2,5,8,1.342415342
3,2,5,9,2.89413732
3,2,5,10,2.425086212
3,2,5,11,0.568556402
3,2,5,12,1.7234498
3,2,5,13,1.514042954
3,2,5,14,1.898913481
3,2,5,15,0.79678482
3,2,5,16,1.589437926
3,2,6,1,0.533245876
3,2,6,2,1.185296729
3,2,6,3,0.491225648
3,2,6,4,1.231503161
3,2,6,5,1.12300056
3,2,6,6,1.345489448
3,2,6,7,1.225136384
3,2,6,8,2.853708549
3,2,6,9,0.311757409
3,2,6,10,1.144977801
3,2,6,11,0.327708217
3,2,6,12,0.906245434
3,2,6,13,0.914935838
3,2,6,14,0.454965685
3,2,6,15,1.832151173
3,2,6,16,1.03283943
3,2,7,1,2.687983452
3,2,7,2,1.510249798
3,2,7,3,0.110209711
3,2,7,4,1.782402814
3,2,7,5,2.43675198
3,2,7,6,0.058308363
3,2,7,7,2.402956501
3,2,7,8,2.459977089
3,2,7,9,1.116786453
3,2,7,10,2.223036824
3,2,7,11,0.750442446
3,2,7,12,1.25163164
3,2,7,13,1.231708695
3,2,7,14,2.202636094
3,2,7,15,1.971578782
3,2,7,16,2.994800915
3,3,1,1,2.181254765
3,3,1,2,2.678478461
3,3,1,3,2.415197618
3,3,1,4,2.184379336
3,3,1,5,1.992777933
3,3,1,6,1.358689022
3,3,1,7,1.895903799
3,3,1,8,1.948733578
3,3,1,9,2.966368089
3,3,1,10,1.330739736
3,3,1,11,2.832672846
3,3,1,12,1.790542264
3,3,1,13,1.340455529
3,3,1,14,2.639588077
3,3,1,15,1.942411053
3,3,1,16,2.52009916
3,3,2,1,1.685649152
3,3,2,2,1.01842543
3,3,2,3,0.956660801
3,3,2,4,2.990244324
3,3,2,5,1.324569672
3,3,2,6,0.518987224
3,3,2,7,1.973240677
3,3,2,8,2.737913584
3,3,2,9,1.101924323
3,3,2,10,2.988518806
3,3,2,11,2.959725701
3,3,2,12,1.145621308
3,3,2,13,2.929216962
3,3,2,14,0.234580859
3,3,2,15,1.369433581
3,3,2,16,2.187591643
3,3,3,1,1.033470812
3,3,3,2,0.62717376
3,3,3,3,1.472046405
3,3,3,4,1.360869017
3,3,3,5,1.111930407
3,3,3,6,2.867608367
3,3,3,7,0.283220763
3,3,3,8,1.039985278
3,3,3,9,2.340770704
3,3,3,10,1.8225159
3,3,3,11,2.564963069
3,3,3,12,2.684733592
3,3,3,13,2.306091214
3,3,3,14,2.314373028
3,3,3,15,1.542756352
3,3,3,16,0.865527124
3,3,4,1,2.22892796
3,3,4,2,1.8734345
3,3,4,3,0.259794309
3,3,4,4,1.919491316
3,3,4,5,2.698520826
3,3,4,6,0.049420091
3,3,4,7,0.689336472
3,3,4,8,1.039486872
3,3,4,9,2.170094532
3,3,4,10,1.444569289
3,3,4,11,2.694179099
3,3,4,12,1.823695085
3,3,4,13,1.499497708
3,3,4,14,0.617337193
3,3,4,15,2.226161221
3,3,4,16,2.042686123
3,3,5,1,2.239634291
3,3,5,2,2.88901643
3,3,5,3,2.91976638
3,3,5,4,2.892582908
3,3,5,5,2.273291308
3,3,5,6,1.937350465
3,3,5,7,1.521523339
3,3,5,8,2.984376252
3,3,5,9,2.251151784
3,3,5,10,2.610598058
3,3,5,11,0.175139568
3,3,5,12,0.285941405
3,3,5,13,2.07659837
3,3,5,14,1.618061724
3,3,5,15,1.988502524
3,3,5,16,1.931689162
3,3,6,1,2.583055658
3,3,6,2,2.981840055
3,3,6,3,0.761780322
3,3,6,4,2.122689417
3,3,6,5,2.860732784
3,3,6,6,0.316078979
3,3,6,7,0.804360607
3,3,6,8,2.458840857
3,3,6,9,0.345185839
3,3,6,10,2.684593936
3,3,6,11,1.015499114
3,3,6,12,2.812583259
3,3,6,13,2.527082661
3,3,6,14,2.013986622
3,3,6,15,2.495761747
3,3,6,16,0.702694886
3,3,7,1,2.799036747
3,3,7,2,1.914225173
3,3,7,3,2.156442006
3,3,7,4,1.361353187
3,3,7,5,2.318729037
3,3,7,6,0.858156571
3,3,7,7,1.21688269
3,3,7,8,0.480123694
3,3,7,9,2.350264466
3,3,7,10,2.175510283
3,3,7,11,2.987739674
3,3,7,12,2.178811496
3,3,7,13,2.144686408
3,3,7,14,2.16749782
3,3,7,15,1.071037165
3,3,7,16,0.831309873
3,4,1,1,2.037399514
3,4,1,2,0.025402441
3,4,1,3,2.397383924
3,4,1,4,1.157760158
3,4,1,5,1.354072647
3,4,1,6,2.013897051
3,4,1,7,0.393751296
3,4,1,8,1.393751323
3,4,1,9,2.263097297
3,4,1,10,1.923479722
3,4,1,11,0.130132177
3,4,1,12,1.118163679
3,4,1,13,0.398805261
3,4,1,14,0.747543596
3,4,1,15,2.127949999
3,4,1,16,1.475828981
3,4,2,1,2.797349352
3,4,2,2,1.511615254
3,4,2,3,1.425596915
3,4,2,4,0.705242398
3,4,2,5,0.239084144
3,4,2,6,0.490964795
3,4,2,7,0.846832678
3,4,2,8,2.942492372
3,4,2,9,1.790036921
3,4,2,10,1.74670487
3,4,2,11,2.549416468
3,4,2,12,0.233946479
3,4,2,13,1.766035626
3,4,2,14,2.445891101
3,4,2,15,2.559408063
3,4,2,16,0.313545751
3,4,3,1,1.957391722
3,4,3,2,0.973735628
3,4,3,3,2.316423976
3,4,3,4,0.201986974
3,4,3,5,0.630890456
3,4,3,6,1.614989142
3,4,3,7,2.865228986
3,4,3,8,1.769875842
3,4,3,9,0.060292142
3,4,3,10,2.594151683
3,4,3,11,1.482985223
3,4,3,12,0.911148995
3,4,3,13,2.631721986
3,4,3,14,1.430703104
3,4,3,15,1.99879429
3,4,3,16,0.137758827
3,4,4,1,1.664699954
3,4,4,2,0.577052962
3,4,4,3,0.402001725
3,4,4,4,0.95925901
3,4,4,5,0.658600765
3,4,4,6,0.445649489
3,4,4,7,1.012770539
3,4,4,8,2.974820575
3,4,4,9,2.576863138
3,4,4,10,0.721599458
3,4,4,11,0.303205093
3,4,4,12,2.920974174
3,4,4,13,1.994929681
3,4,4,14,0.278705609
3,4,4,15,2.10453508
3,4,4,16,0.622776997
3,4,5,1,0.847435503
3,4,5,2,0.656506576
3,4,5,3,2.34197436
3,4,5,4,1.788153444
3,4,5,5,2.435414149
3,4,5,6,2.982761246
3,4,5,7,2.700853588
3,4,5,8,1.048883171
3,4,5,9,0.200418671
3,4,5,10,2.056828422
3,4,5,11,2.962581489
3,4,5,12,2.099010099
3,4,5,13,1.617805022
3,4,5,14,1.096254256
3,4,5,15,1.646359234
3,4,5,16,2.317278638
3,4,6,1,2.778775403
3,4,6,2,2.859991496
3,4,6,3,2.498329943
3,4,6,4,2.525770378
3,4,6,5,0.194816622
3,4,6,6,0.540241007
3,4,6,7,0.22044765
3,4,6,8,1.238504825
3,4,6,9,0.665404144
3,4,6,10,0.720313123
3,4,6,11,2.574405377
3,4,6,12,0.734934547
3,4,6,13,2.386766806
3,4,6,14,1.502624457
3,4,6,15,1.243151521
3,4,6,16,0.605915035
3,4,7,1,0.191723634
3,4,7,2,1.096034082
3,4,7,3,0.886697709
3,4,7,4,2.352111578
3,4,7,5,2.072256038
3,4,7,6,1.979471861
3,4,7,7,1.32425897
3,4,7,8,0.831773545
3,4,7,9,2.114774104
3,4,7,10,1.505666554
3,4,7,11,1.479502307
3,4,7,12,0.77304618
3,4,7,13,1.35419319
3,4,7,14,1.43508992
3,4,7,15,2.034728866
3,4,7,16,1.798957683
4,1,1,1,0.499391174
4,1,1,2,2.409950987
4,1,1,3,1.108195577
4,1,1,4,2.525024419
4,1,1,5,1.467868642
4,1,1,6,2.956905854
4,1,1,7,1.752425154
4,1,1,8,2.375893125
4,1,1,9,2.469340603
4,1,1,10,1.972298418
4,1,1,11,2.7761864
4,1,1,12,2.542537621
4,1,1,13,1.107590038
4,1,1,14,0.247955749
4,1,1,15,1.651503787
4,1,1,16,0.694306369
4,1,2,1,1.392568219
4,1,2,2,2.405572864
4,1,2,3,0.813272962
4,1,2,4,0.14612914
4,1,2,5,2.751879735
4,1,2,6,2.716627475
4,1,2,7,2.674650091
4,1,2,8,0.600605877
4,1,2,9,1.743837584
4,1,2,10,1.878162062
4,1,2,11,2.998353756
4,1,2,12,0.833184951
4,1,2,13,0.81301783
4,1,2,14,2.297596023
4,1,2,15,1.701479021
4,1,2,16,1.07761661
4,1,3,1,2.211893472
4,1,3,2,1.166862144
4,1,3,3,1.432692288
4,1,3,4,2.179190287
4,1,3,5,1.270632412
4,1,3,6,0.342122685
4,1,3,7,0.251257567
4,1,3,8,0.888898486
4,1,3,9,1.614350328
4,1,3,10,1.363147665
4,1,3,11,1.611971757
4,1,3,12,0.51383002
4,1,3,13,2.611230613
4,1,3,14,2.695222716
4,1,3,15,1.544377781
4,1,3,16,2.528902578
4,1,4,1,0.435733756
4,1,4,2,0.999511931
4,1,4,3,0.7700151
4,1,4,4,1.02924076
4,1,4,5,0.563931469
4,1,4,6,2.517506226
4,1,4,7,1.386117008
4,1,4,8,2.693143674
4,1,4,9,1.27264723
4,1,4,10,1.938255326
4,1,4,11,1.392493418
4,1,4,12,1.158689785
4,1,4,13,2.938274919
4,1,4,14,1.786265419
4,1,4,15,0.612730158
4,1,4,16,2.71041801
4,1,5,1,2.787434298
4,1,5,2,1.13700795
4,1,5,3,1.023246956
4,1,5,4,0.18100098
4,1,5,5,0.011735492
4,1,5,6,1.421558864
4,1,5,7,0.788575066
4,1,5,8,0.05126566
4,1,5,9,0.339513023
4,1,5,10,1.357598747
4,1,5,11,2.839142115
4,1,5,12,0.591692214
4,1,5,13,1.545463826
4,1,5,14,2.458598459
4,1,5,15,2.27819879
4,1,5,16,1.067610543
4,1,6,1,0.708214189
4,1,6,2,2.529253884
4,1,6,3,2.135003444
4,1,6,4,0.554760009
4,1,6,5,1.144265721
4,1,6,6,2.725691134
4,1,6,7,2.890476027
4,1,6,8,0.696949724
4,1,6,9,0.697335267
4,1,6,10,1.96818637
4,1,6,11,0.369344952
4,1,6,12,0.212730956
4,1,6,13,0.5859551
4,1,6,14,2.815276384
4,1,6,15,2.116218888
4,1,6,16,1.496973447
4,1,7,1,0.406142426
4,1,7,2,1.350583017
4,1,7,3,2.123678369
4,1,7,4,1.046963502
4,1,7,5,1.429567199
4,1,7,6,2.26057996
4,1,7,7,1.838032961
4,1,7,8,0.832980128
4,1,7,9,1.465770119
4,1,7,10,1.178930878
4,1,7,11,0.208228129
4,1,7,12,0.290148956
4,1,7,13,0.878242336
4,1,7,14,2.328116584
4,1,7,15,1.013245389
4,1,7,16,2.259545805
4,2,1,1,1.15825451
4,2,1,2,0.435294676
4,2,1,3,2.462423309
4,2,1,4,2.203899994
4,2,1,5,2.62557444
4,2,1,6,1.423497525
4,2,1,7,0.383962966
4,2,1,8,2.667278437
4,2,1,9,2.230045604
4,2,1,10,1.752385369
4,2,1,11,1.057180404
4,2,1,12,0.71683805
4,2,1,13,2.620519937
4,2,1,14,0.236900021
4,2,1,15,2.962252575
4,2,1,16,1.184396738
4,2,2,1,0.119247154
4,2,2,2,1.526279846
4,2,2,3,2.352605816
4,2,2,4,2.695835932
4,2,2,5,1.544930638
4,2,2,6,2.168949997
4,2,2,7,1.875806139
4,2,2,8,2.22428575
4,2,2,9,1.909571779
4,2,2,10,1.341987856
4,2,2,11,1.020631677
4,2,2,12,0.90606327
4,2,2,13,1.438035399
4,2,2,14,1.630184251
4,2,2,15,1.421158958
4,2,2,16,0.093142933
4,2,3,1,0.948758242
4,2,3,2,1.397577474
4,2,3,3,1.529793011
4,2,3,4,2.530778773
4,2,3,5,0.805569359
4,2,3,6,2.776175493
4,2,3,7,2.80448872
4,2,3,8,1.344890501
4,2,3,9,2.513506866
4,2,3,10,0.228927206
4,2,3,11,0.610394074
4,2,3,12,2.118710693
4,2,3,13,0.69811187
4,2,3,14,2.97697404
4,2,3,15,2.793579877
4,2,3,16,0.682407776
4,2,4,1,2.360715269
4,2,4,2,2.83916182
4,2,4,3,0.536124903
4,2,4,4,0.364373123
4,2,4,5,0.056873123
4,2,4,6,1.018703258
4,2,4,7,1.184534969
4,2,4,8,0.529872884
4,2,4,9,2.738666666
4,2,4,10,1.161744844
4,2,4,11,2.531688202
4,2,4,12,0.884873863
4,2,4,13,1.985263408
4,2,4,14,1.605146449
4,2,4,15,1.056506006
4,2,4,16,2.062533304
4,2,5,1,1.212392368
4,2,5,2,0.255457787
4,2,5,3,0.217042091
4,2,5,4,0.255700283
4,2,5,5,1.537186497
4,2,5,6,2.69387004
4,2,5,7,0.342444045
4,2,5,8,2.493493292
4,2,5,9,1.492538143
4,2,5,10,0.072427595
4,2,5,11,0.588972304
4,2,5,12,1.849605098
4,2,5,13,2.481717148
4,2,5,14,2.111232363
4,2,5,15,0.75716294
4,2,5,16,0.976061838
4,2,6,1,0.923139488
4,2,6,2,1.753238604
4,2,6,3,2.2697395
4,2,6,4,1.658802191
4,2,6,5,1.298282829
4,2,6,6,0.764515231
4,2,6,7,2.342522187
4,2,6,8,0.681125675
4,2,6,9,2.984053935
4,2,6,10,1.908442819
4,2,6,11,1.357246066
4,2,6,12,1.947847339
4,2,6,13,2.895892503
4,2,6,14,1.258541119
4,2,6,15,0.327391984
4,2,6,16,0.062879216
4,2,7,1,2.288474679
4,2,7,2,0.705205728
4,2,7,3,0.918986966
4,2,7,4,1.635208375
4,2,7,5,0.490643688
4,2,7,6,1.808383394
4,2,7,7,0.079878382
4,2,7,8,2.90878791
4,2,7,9,2.282601387
4,2,7,10,0.702764537
4,2,7,11,1.724106139
4,2,7,12,0.174884568
4,2,7,13,1.340604278
4,2,7,14,1.833372571
4,2,7,15,1.846073904
4,2,7,16,0.457978369
4,3,1,1,0.129891695
4,3,1,2,0.268787649
4,3,1,3,1.729711118
4,3,1,4,0.782496679
4,3,1,5,0.96360511
4,3,1,6,2.929200889
4,3,1,7,0.826319689
4,3,1,8,0.299163642
4,3,1,9,1.717415392
4,3,1,10,1.805578438
4,3,1,11,2.349192099
4,3,1,12,2.344965943
4,3,1,13,2.390641531
4,3,1,14,2.316114797
4,3,1,15,2.719057232
4,3,1,16,2.26413183
4,3,2,1,1.709982557
4,3,2,2,0.206389758
4,3,2,3,1.453749187
4,3,2,4,2.120793751
4,3,2,5,0.507541591
4,3,2,6,0.801444344
4,3,2,7,2.237483935
4,3,2,8,1.552617815
4,3,2,9,1.575982643
4,3,2,10,1.306809269
4,3,2,11,1.640934455
4,3,2,12,1.562416433
4,3,2,13,2.45071493
4,3,2,14,2.247789534
4,3,2,15,1.714936647
4,3,2,16,0.234274548
4,3,3,1,2.176882037
4,3,3,2,1.77910267
4,3,3,3,0.56628208
4,3,3,4,0.096495464
4,3,3,5,0.858717335
4,3,3,6,0.845866144
4,3,3,7,2.636140652
4,3,3,8,0.988277534
4,3,3,9,0.840733451
4,3,3,10,0.972855017
4,3,3,11,2.449518765
4,3,3,12,1.49098254
4,3,3,13,0.219937718
4,3,3,14,0.493994171
4,3,3,15,0.166463396
4,3,3,16,2.796507467
4,3,4,1,0.767211144
4,3,4,2,1.735185815
4,3,4,3,1.898790197
4,3,4,4,0.0366549
4,3,4,5,2.684567797
4,3,4,6,1.39338006
4,3,4,7,0.472956524
4,3,4,8,2.137900723
4,3,4,9,0.06850349
4,3,4,10,2.740540998
4,3,4,11,1.554936592
4,3,4,12,0.449542303
4,3,4,13,2.429207026
4,3,4,14,1.331593567
4,3,4,15,1.267739806
4,3,4,16,2.217748282
4,3,5,1,1.063212106
4,3,5,2,1.213031344
4,3,5,3,0.748641833
4,3,5,4,2.067475414
4,3,5,5,0.537367486
4,3,5,6,2.842884632
4,3,5,7,0.271437312
4,3,5,8,1.947844451
4,3,5,9,2.677889572
4,3,5,10,0.202163693
4,3,5,11,0.239367728
4,3,5,12,2.900697342
4,3,5,13,2.924027734
4,3,5,14,2.371085218
4,3,5,15,2.418918001
4,3,5,16,2.982823741
4,3,6,1,1.41860451
4,3,6,2,0.740041389
4,3,6,3,1.141904186
4,3,6,4,2.155639943
4,3,6,5,2.590440997
4,3,6,6,2.661958806
4,3,6,7,1.52585245
4,3,6,8,1.012941747
4,3,6,9,2.569505948
4,3,6,10,0.751479526
4,3,6,11,1.056515247
4,3,6,12,0.645450091
4,3,6,13,1.917705385
4,3,6,14,2.146105778
4,3,6,15,2.063144572
4,3,6,16,0.430308839
4,3,7,1,1.773587014
4,3,7,2,1.345388811
4,3,7,3,2.156930601
4,3,7,4,2.285438688
4,3,7,5,0.46025281
4,3,7,6,0.768537854
4,3,7,7,2.119540492
4,3,7,8,2.721016989
4,3,7,9,1.635822422
4,3,7,10,0.253084991
4,3,7,11,0.042798287
4,3,7,12,2.112252347
4,3,7,13,1.093621841
4,3,7,14,1.88297878
4,3,7,15,0.033747674
4,3,7,16,0.231878676
4,4,1,1,1.810897433
4,4,1,2,0.460218256
4,4,1,3,2.322485613
4,4,1,4,2.936569534
4,4,1,5,0.320143844
4,4,1,6,1.566743943
4,4,1,7,2.429571156
4,4,1,8,0.467689231
4,4,1,9,1.449709967
4,4,1,10,2.179184571
4,4,1,11,2.796783292
4,4,1,12,0.443975714
4,4,1,13,2.151181608
4,4,1,14,0.599008337
4,4,1,15,0.611547893
4,4,1,16,0.591912844
4,4,2,1,0.192413089
4,4,2,2,0.509134149
4,4,2,3,0.854218102
4,4,2,4,1.353284866
4,4,2,5,0.251957702
4,4,2,6,1.255439383
4,4,2,7,0.347621637
4,4,2,8,1.903412528
4,4,2,9,2.796010194
4,4,2,10,0.800429707
4,4,2,11,2.827679649
4,4,2,12,1.2579374
4,4,2,13,1.66642802
4,4,2,14,0.854356028
4,4,2,15,0.826825907
4,4,2,16,2.29522312
4,4,3,1,1.426923561
4,4,3,2,2.183650638
4,4,3,3,0.804344901
4,4,3,4,0.531547764
4,4,3,5,2.459483554
4,4,3,6,0.773377966
4,4,3,7,0.921804777
4,4,3,8,2.351325917
4,4,3,9,1.654366703
4,4,3,10,0.654065564
4,4,3,11,2.761731411
4,4,3,12,0.093052471
4,4,3,13,2.77664039
4,4,3,14,0.009771397
4,4,3,15,0.981092453
4,4,3,16,1.879050129
4,4,4,1,1.647508255
4,4,4,2,0.68796958
4,4,4,3,1.340829842
4,4,4,4,1.475450006
4,4,4,5,0.438364352
4,4,4,6,1.805319094
4,4,4,7,0.599771258
4,4,4,8,0.647086886
4,4,4,9,2.476671573
4,4,4,10,2.667615054
4,4,4,11,1.721048477
4,4,4,12,0.750705366
4,4,4,13,0.641271096
4,4,4,14,0.959090041
4,4,4,15,0.386026304
4,4,4,16,0.318539376
4,4,5,1,1.41132061
4,4,5,2,2.581216907
4,4,5,3,1.130114097
4,4,5,4,2.079091345
4,4,5,5,0.17622087
4,4,5,6,0.556719538
4,4,5,7,0.760963606
4,4,5,8,0.302240567
4,4,5,9,0.930936361
4,4,5,10,0.256973217
4,4,5,11,0.875348267
4,4,5,12,1.199019903
4,4,5,13,2.585619408
4,4,5,14,2.755898009
4,4,5,15,0.81563699
4,4,5,16,2.863221274
4,4,6,1,0.315572157
4,4,6,2,2.467982883
4,4,6,3,1.531072129
4,4,6,4,1.402364698
4,4,6,5,0.56256189
4,4,6,6,2.390678735
4,4,6,7,1.355286294
4,4,6,8,0.305486521
4,4,6,9,0.077003288
4,4,6,10,0.666618774
4,4,6,11,0.379903062
4,4,6,12,0.182615459
4,4,6,13,0.124091755
4,4,6,14,1.790543545
4,4,6,15,1.282590976
4,4,6,16,1.298935488
4,4,7,1,1.249117039
4,4,7,2,0.118830244
4,4,7,3,2.905404203
4,4,7,4,2.214533324
4,4,7,5,0.035426725
4,4,7,6,2.917865641
4,4,7,7,0.383166676
4,4,7,8,1.352526538
4,4,7,9,1.404822908
4,4,7,10,1.86055962
4,4,7,11,0.960090144
4,4,7,12,0.970132259
4,4,7,13,0.558578156
4,4,7,14,2.225836119
4,4,7,15,2.832691748
4,4,7,16,2.20652309
5,1,1,1,0.393006075
5,1,1,2,1.067643148
5,1,1,3,0.755642205
5,1,1,4,0.553783121
5,1,1,5,1.505363563
5,1,1,6,1.109860629
5,1,1,7,2.934413941
5,1,1,8,1.655305393
5,1,1,9,0.997135442
5,1,1,10,2.41306579
5,1,1,11,0.926199348
5,1,1,12,0.615261513
5,1,1,13,0.868077165
5,1,1,14,0.240081347
5,1,1,15,0.556841253
5,1,1,16,2.810665684
5,1,2,1,2.33183342
5,1,2,2,2.211715869
5,1,2,3,0.790094372
5,1,2,4,0.939256145
5,1,2,5,1.059454056
5,1,2,6,1.337368328
5,1,2,7,2.578757084
5,1,2,8,1.143332578
5,1,2,9,1.373656963
5,1,2,10,2.829371162
5,1,2,11,0.76171264
5,1,2,12,2.129251885
5,1,2,13,2.253793989
5,1,2,14,1.219624728
5,1,2,15,2.546713685
5,1,2,16,0.649131772
5,1,3,1,2.733026369
5,1,3,2,0.29992627
5,1,3,3,2.206416512
5,1,3,4,1.507147012
5,1,3,5,2.492556059
5,1,3,6,2.688409005
5,1,3,7,2.096179149
5,1,3,8,2.532528444
5,1,3,9,1.36379916
5,1,3,10,1.525593314
5,1,3,11,1.368012193
5,1,3,12,2.048311782
5,1,3,13,2.451084683
5,1,3,14,1.355713101
5,1,3,15,1.954477048
5,1,3,16,1.581226842
5,1,4,1,1.475681451
5,1,4,2,0.554437821
5,1,4,3,0.258758593
5,1,4,4,2.211324681
5,1,4,5,2.068466687
5,1,4,6,2.941881759
5,1,4,7,1.555501586
5,1,4,8,2.276620831
5,1,4,9,2.875698868
5,1,4,10,2.780852872
5,1,4,11,1.836705124
5,1,4,12,1.352118715
5,1,4,13,1.198624217
5,1,4,14,2.732355625
5,1,4,15,2.124180426
5,1,4,16,2.523915441
5,1,5,1,1.109121214
5,1,5,2,1.461015904
5,1,5,3,2.255802262
5,1,5,4,1.655410193
5,1,5,5,0.889690477
5,1,5,6,1.776810717
5,1,5,7,0.829625305
5,1,5,8,1.295017333
5,1,5,9,2.587808221
5,1,5,10,0.80789267
5,1,5,11,0.413135766
5,1,5,12,2.470701777
5,1,5,13,0.870609677
5,1,5,14,1.729614376
5,1,5,15,0.101127101
5,1,5,16,0.621913097
5,1,6,1,2.368880213
5,1,6,2,0.394240597
5,1,6,3,1.783141003
5,1,6,4,1.187654656
5,1,6,5,1.881203299
5,1,6,6,0.274185666
5,1,6,7,1.919324964
5,1,6,8,0.179267306
5,1,6,9,0.765195869
5,1,6,10,0.170275449
5,1,6,11,1.152779439
5,1,6,12,2.613786362
5,1,6,13,2.744776043
5,1,6,14,0.53812753
5,1,6,15,0.763939977
5,1,6,16,2.486652478
5,1,7,1,2.352332968
5,1,7,2,2.555451274
5,1,7,3,1.065205242
5,1,7,4,1.317216548
5,1,7,5,1.749040765
5,1,7,6,2.113289747
5,1,7,7,1.484203312
5,1,7,8,2.59182162
5,1,7,9,0.461919297
5,1,7,10,0.434690998
5,1,7,11,1.617018504
5,1,7,12,0.609831069
5,1,7,13,0.506119084
5,1,7,14,0.268698956
5,1,7,15,0.976510272
5,1,7,16,2.526095377
5,2,1,1,2.965570316
5,2,1,2,2.349406459
5,2,1,3,0.396610506
5,2,1,4,1.12528309
5,2,1,5,2.533133244
5,2,1,6,1.012818976
5,2,1,7,1.1132197
5,2,1,8,1.379620472
5,2,1,9,1.317863472
5,2,1,10,1.268095925
5,2,1,11,2.110987731
5,2,1,12,0.450179778
5,2,1,13,0.191735417
5,2,1,14,1.919030956
5,2,1,15,2.468118757
5,2,1,16,1.956212391
5,2,2,1,1.36160594
5,2,2,2,1.048794013
5,2,2,3,0.22425567
5,2,2,4,2.005565292
5,2,2,5,1.869252437
5,2,2,6,0.149946844
5,2,2,7,1.106545379
5,2,2,8,2.827995729
5,2,2,9,0.274132855
5,2,2,10,0.981260291
5,2,2,11,1.588752966
5,2,2,12,1.166340909
5,2,2,13,0.31583643
5,2,2,14,1.086280838
5,2,2,15,0.043140041
5,2,2,16,1.936349897
5,2,3,1,1.767795803
5,2,3,2,0.139432663
5,2,3,3,1.094369556
5,2,3,4,2.371694352
5,2,3,5,2.519384784
5,2,3,6,2.184672774
5,2,3,7,2.631131853
5,2,3,8,1.295630014
5,2,3,9,2.072905267
5,2,3,10,2.326202043
5,2,3,11,2.642103837
5,2,3,12,0.27887862
5,2,3,13,0.515663593
5,2,3,14,1.350846445
5,2,3,15,0.17016197
5,2,3,16,2.080433979
5,2,4,1,0.500079848
5,2,4,2,1.236038782
5,2,4,3,2.679231177
5,2,4,4,2.952405251
5,2,4,5,1.203235536
5,2,4,6,2.830504815
5,2,4,7,2.618742829
5,2,4,8,2.74875706
5,2,4,9,2.368085088
5,2,4,10,2.63993562
5,2,4,11,2.285082808
5,2,4,12,1.211915636
5,2,4,13,1.223295615
5,2,4,14,0.849625815
5,2,4,15,0.195226686
5,2,4,16,0.491231408
5,2,5,1,0.703316012
5,2,5,2,0.548347645
5,2,5,3,1.323598503
5,2,5,4,1.412734042
5,2,5,5,1.325152439
5,2,5,6,1.258653769
5,2,5,7,0.126057804
5,2,5,8,2.525470857
5,2,5,9,2.699886801
5,2,5,10,2.036203677
5,2,5,11,2.567918995
5,2,5,12,2.61263308
5,2,5,13,0.453829387
5,2,5,14,2.090476184
5,2,5,15,1.083037402
5,2,5,16,1.366489619
5,2,6,1,2.755218786
5,2,6,2,0.574313394
5,2,6,3,2.309203537
5,2,6,4,0.851285464
5,2,6,5,1.039857876
5,2,6,6,2.62878794
5,2,6,7,1.463736554
5,2,6,8,0.388613681
5,2,6,9,1.797112965
5,2,6,10,2.598697687
